Product Title,Handle,Type,Variant Attributes,Variant Options (all),SKU,Qty,Qty Unit,Qty Note,Current Price,Current Per Unit,Competitor Name,Best Competitor Per Unit,Competitor Price (for same qty),Competitor URL,Competitor Notes,Recommended Per Unit Price,Recommended Shopify Price,Short Description,Competitor Match Type,Recommendation Action
Oil Slick® Clear FEP Sheets,slick-clear-fep-sheets,FEP,Thickness: .05 mm,Quantity: 5000 Sheets; Thickness: .05 mm,CLEAR 5000.05,5000,sheets,5000 Sheets,1399.99,0.279998,eBay (LIFT OFF),0.055,275.0,https://www.ebay.com/itm/266322429470,1000 sheets,0.053899999999999997,269.99,"Oil Slick Clear FEP Sheets are precision-cut nonstick squares designed for extraction labs, processors, and serious concentrate handlers who need a reliable barrier between sticky product and everything else.…",Direct / tiered,Lower
"Oil Slick® Clear Roll BULK FEP FOR PURGING AND SLAB STORAGE 50'x16""",oil-slickr-clear-roll-bulk-fep-for-purging-and-slab-storage-50x16,FEP,Thickness: 0.07mm,Thickness: 0.07mm,CLEARBULK-01,1,pc,not specified; assumed 1 pc,169.99,169.99,,,,,No competitor data found,190.0,190.00,"The Oil Slick® Clear Roll BULK FEP is a lab-grade fluoropolymer film roll built for extractors, processors, and rosin heads who care about purity and yield.…",Missing,Raise
"Oil Slick® Clear Roll BULK FEP FOR PURGING AND SLAB STORAGE 50'x16""",oil-slickr-clear-roll-bulk-fep-for-purging-and-slab-storage-50x16,FEP,Thickness: 0.1mm,Thickness: 0.1mm,CLEARBULK-02,1,pc,not specified; assumed 1 pc,179.99,179.99,,,,,No competitor data found,179.99,179.99,"The Oil Slick® Clear Roll BULK FEP is a lab-grade fluoropolymer film roll built for extractors, processors, and rosin heads who care about purity and yield.…",Missing,Keep
Oil Slick® Paper for ROSIN and Storage,oil-slickr-paper-for-rosin-and-storage,nonstick papers,"Size: 8.5""x14""","Quantity: Single Oil Slick® Paper (250 Sheets); Size: 8.5""x14""",PAPER-01,250,sheets,Single Oil Slick® Paper (250 Sheets),29.99,0.11996,The Press Club,0.2995,74.875,https://shop.app/products/7844132356328/8-x-16-parchment,8x16 parchment (100 sheets),0.1,25.00,The Oil Slick® Paper for ROSIN and Storage is a lab-grade nonstick sheet for extractors and rosin heads who actually care what their paper is doing to their yield.…,Direct / tiered,Lower
Oil Slick® Paper for ROSIN and Storage,oil-slickr-paper-for-rosin-and-storage,nonstick papers,"Size: 8.5""x14""","Quantity: 2 Pack Oil Slick Paper (500 Sheets); Size: 8.5""x14""",PAPER-02pc,500,sheets,2 Pack Oil Slick Paper (500 Sheets),5.49,0.01098,The Press Club,0.2995,149.75,https://shop.app/products/7844132356328/8-x-16-parchment,8x16 parchment (100 sheets),0.284525,142.99,The Oil Slick® Paper for ROSIN and Storage is a lab-grade nonstick sheet for extractors and rosin heads who actually care what their paper is doing to their yield.…,Direct / tiered,Raise
Oil Slick® Paper for ROSIN and Storage,oil-slickr-paper-for-rosin-and-storage,nonstick papers,"Size: 8.5""x14""","Quantity: Box of 18 Oil Slick® Paper (4500 Sheets); Size: 8.5""x14""",PAPER-02,4500,sheets,Box of 18 Oil Slick® Paper (4500 Sheets),99.99,0.02222,The Press Club,0.2995,1347.75,https://shop.app/products/7844132356328/8-x-16-parchment,8x16 parchment (100 sheets),0.284525,1280.99,The Oil Slick® Paper for ROSIN and Storage is a lab-grade nonstick sheet for extractors and rosin heads who actually care what their paper is doing to their yield.…,Direct / tiered,Raise
Oil Slick® Paper for ROSIN and Storage,oil-slickr-paper-for-rosin-and-storage,nonstick papers,"Size: 8.5""x14""","Quantity: Case of 36 Oil Slick® Paper (9000 Sheets); Size: 8.5""x14""",PAPER-03,9000,sheets,Case of 36 Oil Slick® Paper (9000 Sheets),74.99,0.008332222222222222,The Press Club,0.2995,2695.5,https://shop.app/products/7844132356328/8-x-16-parchment,8x16 parchment (100 sheets),0.284525,2560.99,The Oil Slick® Paper for ROSIN and Storage is a lab-grade nonstick sheet for extractors and rosin heads who actually care what their paper is doing to their yield.…,Direct / tiered,Raise
Oil Slick® Paper for ROSIN and Storage,oil-slickr-paper-for-rosin-and-storage,nonstick papers,"Size: 8.5""x14""","Quantity: Master Case of 144 Oil Slick® Paper (36,000 Sheets); Size: 8.5""x14""",PAPER-04,36000,sheets,"Master Case of 144 Oil Slick® Paper (36,000 Sheets)",499.99,0.013888611111111112,The Press Club,0.2995,10782.0,https://shop.app/products/7844132356328/8-x-16-parchment,8x16 parchment (100 sheets),0.284525,10242.99,The Oil Slick® Paper for ROSIN and Storage is a lab-grade nonstick sheet for extractors and rosin heads who actually care what their paper is doing to their yield.…,Direct / tiered,Raise
Oil Slick® Wrap Foil Backed Parchment,oil-slickr-wrap-foil-backed-parchment-with-waterproof-membrane,nonstick papers,Variant: Single Oil Slick® Wrap,Make a choice: Single Oil Slick® Wrap,WRAP-01,1,pcs,Single Oil Slick® Wrap,9.99,9.99,The Press Club,29.95,29.95,https://thepressclub.co/products/rosin-parchment-paper-roll,Parchment roll benchmark,29.0,29.00,The Oil Slick® Wrap Foil Backed Parchment is a lab-grade nonstick paper roll built for extractors and rosin heads who need clean handling and reliable storage for sticky concentrates.…,Direct / tiered,Raise
Oil Slick® Wrap Foil Backed Parchment,oil-slickr-wrap-foil-backed-parchment-with-waterproof-membrane,nonstick papers,Variant: 2 Pack,Make a choice: 2 Pack,WRAP-02pc,2,pcs,2 Pack,7.99,3.995,The Press Club,29.95,59.9,https://thepressclub.co/products/rosin-parchment-paper-roll,Parchment roll benchmark,28.452499999999997,56.99,The Oil Slick® Wrap Foil Backed Parchment is a lab-grade nonstick paper roll built for extractors and rosin heads who need clean handling and reliable storage for sticky concentrates.…,Direct / tiered,Raise
Oil Slick® Wrap Foil Backed Parchment,oil-slickr-wrap-foil-backed-parchment-with-waterproof-membrane,nonstick papers,Variant: Box of 12 Oil Slick® Wrap,Make a choice: Box of 12 Oil Slick® Wrap,WRAP-02,12,pcs,Box of 12 Oil Slick® Wrap,129.99,10.832500000000001,The Press Club,29.95,359.4,https://thepressclub.co/products/rosin-parchment-paper-roll,Parchment roll benchmark,28.452499999999997,341.99,The Oil Slick® Wrap Foil Backed Parchment is a lab-grade nonstick paper roll built for extractors and rosin heads who need clean handling and reliable storage for sticky concentrates.…,Direct / tiered,Raise
Oil Slick® Wrap Foil Backed Parchment,oil-slickr-wrap-foil-backed-parchment-with-waterproof-membrane,nonstick papers,Variant: Case of 48 Oil Slick® Wrap,Make a choice: Case of 48 Oil Slick® Wrap,WRAP-03,48,pcs,Case of 48 Oil Slick® Wrap,99.99,2.083125,The Press Club,29.95,1437.6,https://thepressclub.co/products/rosin-parchment-paper-roll,Parchment roll benchmark,28.452499999999997,1365.99,The Oil Slick® Wrap Foil Backed Parchment is a lab-grade nonstick paper roll built for extractors and rosin heads who need clean handling and reliable storage for sticky concentrates.…,Direct / tiered,Raise
Oil Slick® Wrap Foil Backed Parchment,oil-slickr-wrap-foil-backed-parchment-with-waterproof-membrane,nonstick papers,Variant: Master Case of 144 Oil Slick® Wrap,Make a choice: Master Case of 144 Oil Slick® Wrap,WRAP-04,144,pcs,Master Case of 144 Oil Slick® Wrap,299.99,2.083263888888889,The Press Club,29.95,4312.8,https://thepressclub.co/products/rosin-parchment-paper-roll,Parchment roll benchmark,28.452499999999997,4097.99,The Oil Slick® Wrap Foil Backed Parchment is a lab-grade nonstick paper roll built for extractors and rosin heads who need clean handling and reliable storage for sticky concentrates.…,Direct / tiered,Raise
Slick® Duo,slick-duo,Nonstick Silicone Pads and Mood Mats,Variant: Slick® Duo Pack,Make a choice: Slick® Duo Pack,DUO-01,1,pc,Slick® Duo Pack,21.99,21.99,,,,,No competitor data found,8.0,8.00,"The Slick® Duo is a compact pair of nonstick silicone pads built for dabbers and extractors who want a clean, organized station without sacrificing space.…",Missing,Lower
Slick® Duo,slick-duo,Nonstick Silicone Pads and Mood Mats,Variant: 2 Pack (of 2 duos in each pack),Make a choice: 2 Pack (of 2 duos in each pack),DUO-02pc,2,pcs,2 Pack (of 2 duos in each pack),19.99,9.995,,,,,No competitor data found,9.995,19.99,"The Slick® Duo is a compact pair of nonstick silicone pads built for dabbers and extractors who want a clean, organized station without sacrificing space.…",Missing,Keep
Slick® Duo,slick-duo,Nonstick Silicone Pads and Mood Mats,Variant: Box of 12 Slick® Duo Packs,Make a choice: Box of 12 Slick® Duo Packs,DUO-02,12,pcs,Box of 12 Slick® Duo Packs,22.99,1.9158333333333333,,,,,No competitor data found,1.9158333333333333,22.99,"The Slick® Duo is a compact pair of nonstick silicone pads built for dabbers and extractors who want a clean, organized station without sacrificing space.…",Missing,Keep
Slick® Duo,slick-duo,Nonstick Silicone Pads and Mood Mats,Variant: Case of 48 Slick® Duo Packs,Make a choice: Case of 48 Slick® Duo Packs,DUO-03,48,pcs,Case of 48 Slick® Duo Packs,24.99,0.520625,,,,,No competitor data found,0.520625,24.99,"The Slick® Duo is a compact pair of nonstick silicone pads built for dabbers and extractors who want a clean, organized station without sacrificing space.…",Missing,Keep
Slick® Pad,slick-pad,Nonstick Silicone Pads and Mood Mats,Variant: Single Oil Slick® Pad,Make a choice: Single Oil Slick® Pad,PAD-01,1,pcs,Single Oil Slick® Pad,22.49,22.49,,,,,No competitor data found,9.99,9.99,"The Slick® Pad is Oil Slick’s original nonstick silicone work surface, built for extractors, dabbers, and anyone who’s constantly fighting sticky concentrates. It gives you a clean, defined zone for handling rosin, hash, reclaim, or tools without gluing everything to your table.…",Missing,Lower
Slick® Pad,slick-pad,Nonstick Silicone Pads and Mood Mats,Variant: 2 Pack,Make a choice: 2 Pack,PAD-02pc,2,pcs,2 Pack,16.99,8.495,,,,,No competitor data found,8.495,16.99,"The Slick® Pad is Oil Slick’s original nonstick silicone work surface, built for extractors, dabbers, and anyone who’s constantly fighting sticky concentrates. It gives you a clean, defined zone for handling rosin, hash, reclaim, or tools without gluing everything to your table.…",Missing,Keep
Slick® Pad,slick-pad,Nonstick Silicone Pads and Mood Mats,Variant: Box of 12 Slick® Pads,Make a choice: Box of 12 Slick® Pads,PAD-02,12,pcs,Box of 12 Slick® Pads,29.99,2.4991666666666665,,,,,No competitor data found,2.4991666666666665,29.99,"The Slick® Pad is Oil Slick’s original nonstick silicone work surface, built for extractors, dabbers, and anyone who’s constantly fighting sticky concentrates. It gives you a clean, defined zone for handling rosin, hash, reclaim, or tools without gluing everything to your table.…",Missing,Keep
Slick® Pad,slick-pad,Nonstick Silicone Pads and Mood Mats,Variant: Case of 48 Slick® Pads,Make a choice: Case of 48 Slick® Pads,PAD-03,48,pcs,Case of 48 Slick® Pads,29.99,0.6247916666666666,,,,,No competitor data found,0.6247916666666666,29.99,"The Slick® Pad is Oil Slick’s original nonstick silicone work surface, built for extractors, dabbers, and anyone who’s constantly fighting sticky concentrates. It gives you a clean, defined zone for handling rosin, hash, reclaim, or tools without gluing everything to your table.…",Missing,Keep
Slick® Slab,slick-slab,Nonstick Silicone Pads and Mood Mats,Variant: Single Slick® Slab,Make a choice: Single Slick® Slab,SLAB-01,1,pcs,Single Slick® Slab,24.99,24.99,,,,,No competitor data found,80.0,80.00,"The Slick® Slab is an extra-large nonstick silicone pad built for extractors, dab bars, and glass collectors who need a serious work surface.…",Missing,Raise
Slick® Slab,slick-slab,Nonstick Silicone Pads and Mood Mats,Variant: 2 Pack,Make a choice: 2 Pack,SLAB-02pc,2,pcs,2 Pack,59.99,29.995,,,,,No competitor data found,29.995,59.99,"The Slick® Slab is an extra-large nonstick silicone pad built for extractors, dab bars, and glass collectors who need a serious work surface.…",Missing,Keep
Slick® Slab,slick-slab,Nonstick Silicone Pads and Mood Mats,Variant: Box of 9 Slick® Slabs,Make a choice: Box of 9 Slick® Slabs,SLAB-02,9,pcs,Box of 9 Slick® Slabs,59.99,6.665555555555556,,,,,No competitor data found,6.665555555555556,59.99,"The Slick® Slab is an extra-large nonstick silicone pad built for extractors, dab bars, and glass collectors who need a serious work surface.…",Missing,Keep
Slick® Slab,slick-slab,Nonstick Silicone Pads and Mood Mats,Variant: Case of 18 Slick® Slabs,Make a choice: Case of 18 Slick® Slabs,SLAB-03,18,pcs,Case of 18 Slick® Slabs,249.99,13.888333333333334,,,,,No competitor data found,13.888333333333334,249.99,"The Slick® Slab is an extra-large nonstick silicone pad built for extractors, dab bars, and glass collectors who need a serious work surface.…",Missing,Keep
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 5ml,Size: 5ml; Quantity: 100,CUSTOMJARSTICKER 5ML 100,100,pcs,100,64.99,0.6498999999999999,,,,,No competitor data found,0.6498999999999999,64.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Keep
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 5ml,Size: 5ml; Quantity: 200,CUSTOMJARSTICKER 5ML 200,200,pcs,200,29.99,0.14995,,,,,No competitor data found,0.38995,77.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 5ml,Size: 5ml; Quantity: 500,CUSTOMJARSTICKER 5ML 500,500,pcs,500,69.99,0.13998,,,,,No competitor data found,0.20398,101.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 5ml,Size: 5ml; Quantity: 1000,CUSTOMJARSTICKER 5ML 1000,1000,pcs,1000,34.99,0.03499,,,,,No competitor data found,0.12299,122.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 5ml,Size: 5ml; Quantity: 5000,CUSTOMJARSTICKER 5ML 5000,5000,pcs,5000,199.99,0.039998,,,,,No competitor data found,0.039998,199.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Keep
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 5ml,Size: 5ml; Quantity: 10000,CUSTOMJARSTICKER 5ML 10000,10000,pcs,10000,64.99,0.006499,,,,,No competitor data found,0.023999,239.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 6ml,Size: 6ml; Quantity: 100,CUSTOMJARSTICKER 6ML 100,100,pcs,100,64.99,0.6498999999999999,,,,,No competitor data found,0.6498999999999999,64.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Keep
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 6ml,Size: 6ml; Quantity: 200,CUSTOMJARSTICKER 6ML 200,200,pcs,200,24.99,0.12494999999999999,,,,,No competitor data found,0.38995,77.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 6ml,Size: 6ml; Quantity: 500,CUSTOMJARSTICKER 6ML 500,500,pcs,500,29.99,0.05998,,,,,No competitor data found,0.20398,101.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 6ml,Size: 6ml; Quantity: 1000,CUSTOMJARSTICKER 6ML 1000,1000,pcs,1000,64.99,0.06498999999999999,,,,,No competitor data found,0.12299,122.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 6ml,Size: 6ml; Quantity: 5000,CUSTOMJARSTICKER 6ML 5000,5000,pcs,5000,89.99,0.017998,,,,,No competitor data found,0.036998,184.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 6ml,Size: 6ml; Quantity: 10000,CUSTOMJARSTICKER 6ML 10000,10000,pcs,10000,67.49,0.006749,,,,,No competitor data found,0.022199,221.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 7ml,Size: 7ml; Quantity: 100,CUSTOMJARSTICKER 7ML 100,100,pcs,100,29.99,0.2999,,,,,No competitor data found,0.2999,29.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Keep
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 7ml,Size: 7ml; Quantity: 200,CUSTOMJARSTICKER 7ML 200,200,pcs,200,8.99,0.044950000000000004,,,,,No competitor data found,0.17995,35.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 7ml,Size: 7ml; Quantity: 500,CUSTOMJARSTICKER 7ML 500,500,pcs,500,67.49,0.13498,,,,,No competitor data found,0.13498,67.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 7ml,Size: 7ml; Quantity: 1000,CUSTOMJARSTICKER 7ML 1000,1000,pcs,1000,22.99,0.02299,,,,,No competitor data found,0.08199,81.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 7ml,Size: 7ml; Quantity: 5000,CUSTOMJARSTICKER 7ML 5000,5000,pcs,5000,29.99,0.005998,,,,,No competitor data found,0.024598,122.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 7ml,Size: 7ml; Quantity: 10000,CUSTOMJARSTICKER 7ML 10000,10000,pcs,10000,39.99,0.003999,,,,,No competitor data found,0.014799,147.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 9ml,Size: 9ml; Quantity: 100,CUSTOMJARSTICKER 9ML 100,100,pcs,100,39.99,0.39990000000000003,,,,,No competitor data found,0.39990000000000003,39.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Keep
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 9ml,Size: 9ml; Quantity: 200,CUSTOMJARSTICKER 9ML 200,200,pcs,200,34.99,0.17495000000000002,,,,,No competitor data found,0.23995,47.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 9ml,Size: 9ml; Quantity: 500,CUSTOMJARSTICKER 9ML 500,500,pcs,500,59.99,0.11998,,,,,No competitor data found,0.11998,59.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Keep
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 9ml,Size: 9ml; Quantity: 1000,CUSTOMJARSTICKER 9ML 1000,1000,pcs,1000,34.99,0.03499,,,,,No competitor data found,0.07199,71.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 9ml,Size: 9ml; Quantity: 5000,CUSTOMJARSTICKER 9ML 5000,5000,pcs,5000,44.99,0.008998,,,,,No competitor data found,0.021598,107.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 9ml,Size: 9ml; Quantity: 10000,CUSTOMJARSTICKER 9ML 10000,10000,pcs,10000,34.99,0.0034990000000000004,,,,,No competitor data found,0.012999,129.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 3oz,Size: 3oz; Quantity: 100,CUSTOMJARSTICKER 3OZ 100,100,pcs,100,29.99,0.2999,,,,,No competitor data found,0.2999,29.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Keep
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 5oz,Size: 5oz; Quantity: 100,,100,pcs,100,49.99,0.4999,,,,,No competitor data found,0.4999,49.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Keep
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 3oz,Size: 3oz; Quantity: 200,CUSTOMJARSTICKER 3OZ 200,200,pcs,200,67.49,0.33744999999999997,,,,,No competitor data found,0.33744999999999997,67.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 5oz,Size: 5oz; Quantity: 200,,200,pcs,200,49.99,0.24995,,,,,No competitor data found,0.29995,59.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 3oz,Size: 3oz; Quantity: 500,CUSTOMJARSTICKER 3OZ 500,500,pcs,500,24.99,0.04998,,,,,No competitor data found,0.17798,88.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 5oz,Size: 5oz; Quantity: 500,,500,pcs,500,39.99,0.07998000000000001,,,,,No competitor data found,0.15598,77.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 3oz,Size: 3oz; Quantity: 1000,CUSTOMJARSTICKER 3OZ 1000,1000,pcs,1000,39.99,0.039990000000000005,,,,,No competitor data found,0.10699,106.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 5oz,Size: 5oz; Quantity: 1000,,1000,pcs,1000,69.99,0.06999,,,,,No competitor data found,0.09399,93.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 3oz,Size: 3oz; Quantity: 5000,CUSTOMJARSTICKER 3OZ 5000,5000,pcs,5000,79.99,0.015998,,,,,No competitor data found,0.032198,160.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 5oz,Size: 5oz; Quantity: 5000,,5000,pcs,5000,65.0,0.013,,,,,No competitor data found,0.028198,140.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 3oz,Size: 3oz; Quantity: 10000,CUSTOMJARSTICKER 3OZ 10000,10000,pcs,10000,67.49,0.006749,,,,,No competitor data found,0.019399,193.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
Custom stickers for lids,custom-printed-stickers-for-jars,custom branded,Size: 5oz,Size: 5oz; Quantity: 10000,,10000,pcs,10000,29.99,0.002999,,,,,No competitor data found,0.016999,169.99,"Oil Slick Custom Stickers for Lids are made for brands, extract makers, and dispensaries who want their jars looking dialed-in and professional from every angle.…",Missing,Raise
9ml Child Resistant Glass Jar with Lids,9ml-child-resistant-jar-with-black-lids,glass jar,Color: Black,Quantity: 64; Color: Black,9MLB-64,64,pcs,64,39.99,0.62484375,Green Rush Packaging,0.61875,39.6,https://greenrushpackaging.com/shop/9ml-round-child-resistant-grip-n-turn-glass-concentrate-container-matte-black/,Extrapolated from 200+ tier for qty 64. case 200,0.606375,38.99,"The Oil Slick 9ml Child Resistant Glass Jar is a compact glass container designed for extractors, processors, and cannabis brands packaging single grams, samples, or small concentrate portions.…",Estimated (small-pack adj.),Lower
9ml Child Resistant Glass Jar with Lids,9ml-child-resistant-jar-with-black-lids,glass jar,Color: Black,Quantity: 128; Color: Black,9MLB-128,128,pcs,128,29.99,0.234296875,Green Rush Packaging,0.61875,79.2,https://greenrushpackaging.com/shop/9ml-round-child-resistant-grip-n-turn-glass-concentrate-container-matte-black/,Extrapolated from 200+ tier for qty 128. case 200,0.773438,99.00,"The Oil Slick 9ml Child Resistant Glass Jar is a compact glass container designed for extractors, processors, and cannabis brands packaging single grams, samples, or small concentrate portions.…",Estimated (small-pack adj.),Raise
9ml Child Resistant Glass Jar with Lids,9ml-child-resistant-jar-with-black-lids,glass jar,Color: Black,Quantity: 320; Color: Black,9MLB-320,320,pcs,320,27.99,0.08746875,Green Rush Packaging,0.495,158.4,https://greenrushpackaging.com/shop/9ml-round-child-resistant-grip-n-turn-glass-concentrate-container-matte-black/,case 200,3.125,1000.00,"The Oil Slick 9ml Child Resistant Glass Jar is a compact glass container designed for extractors, processors, and cannabis brands packaging single grams, samples, or small concentrate portions.…",Direct / tiered,Raise
5ml Glass Jar- Child Resistant with Black Lids,5ml-child-resistant-jar-with-black-lids,glass jar,,Quantity: 72,5MLCRJAR72,72,pcs,72,27.49,0.3818055555555555,Green Rush Packaging,0.4625,33.300000000000004,https://greenrushpackaging.com/shop/5-ml-square-child-resistant-grip-n-turn-glass-concentrate-container-clear-white/,Extrapolated from 200+ tier for qty 72. case 200,0.439375,31.99,"The 5ml Glass Jar – Child Resistant with Black Lids is a lab-ready glass concentrate jar built for extractors, processors, and brands who need compliant, small-format packaging that actually feels premium in hand.…",Estimated (small-pack adj.),Raise
5ml Glass Jar- Child Resistant with Black Lids,5ml-child-resistant-jar-with-black-lids,glass jar,,Quantity: 144,5MLCRJAR144,144,pcs,144,29.99,0.2082638888888889,Green Rush Packaging,0.4625,66.60000000000001,https://greenrushpackaging.com/shop/5-ml-square-child-resistant-grip-n-turn-glass-concentrate-container-clear-white/,Extrapolated from 200+ tier for qty 144. case 200,0.439375,63.99,"The 5ml Glass Jar – Child Resistant with Black Lids is a lab-ready glass concentrate jar built for extractors, processors, and brands who need compliant, small-format packaging that actually feels premium in hand.…",Estimated (small-pack adj.),Raise
