Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
1ml-glass-syringe,,,,,,,,,100,,,,,,,,Syringe-100,1360.77711,,deny,amazon-mcf,115.20,180.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/1ml-glass-syringe-449121.jpg?v=1612899885,3,1ml Glass Syringe - Kraft & Kitchen,,,,,,lb,,,
1ml-glass-syringe,,,,,,,,,1000,,,,,,,,Syringe-1000,0.0,,deny,manual,953.60,1490.00,true,true,,,,,"",,,,,,,,,lb,,,
1ml-glass-syringe,,,,,,,,,5000,,,,,,,,Syringe-5000,0.0,,deny,manual,4256.00,6650.00,true,true,,,,,"",,,,,,,,,lb,,,
uv-black-5ml-jar-with-black-lids,5ml UV Resistant Round Bottom Jar with Child Resistant Black Lids,"<div data-mce-fragment=""1"" class=""product-features"">
<h1><br></h1>
</div>
<div data-mce-fragment=""1"" class=""product-features"">
<p><span>Introducing the newest, most innovative storage solution on the market: UV Glass Storage Containers! These containers are perfect for storing plant-based goods like nuts, seeds, herbs, coffee, teas, super foods, and dried foods. They prevent harmful visible light rays from penetrating and degrading your stored products, while at the same time allowing beneficial UV and infrared wavelengths of light that can kill molds, algae, and bacteria. Plus, they have a modern screw on lid made of heavy duty BPA-Free plastic. Now you can preserve and rejuvenate your food's freshness for over six months (compared to one month with traditional non-UV glass containers)! Order yours today!</span></p>
<p> </p>
<h3 data-mce-fragment=""1"">Features:</h3>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">5 ml capacity</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Scientifically Proven to Extend the Freshness and Potency of Dried Goods For 6 Months or Longer</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Blocks Out Light, Airtight, Leak Proof and Smell-Proof. Lab Optimized Performance</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Premium Eco-Friendly, European-Made, Durable Scientist-Designed Glass.</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Locks in Freshness and Fragrance with Screw On, Airtight BPA-Free Plastic Lid.</span></li>
<li data-mce-fragment=""1""><span data-mce-fragment=""1"">Sleek Modern Design, Will Fit Any Decor.</span></li>
</ul>
</div>
<div data-mce-fragment=""1"" class=""dimensions"">
<h3 data-mce-fragment=""1"">Dimensions:</h3>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Height: </span>1.1""( 2.8 cm)<span data-mce-fragment=""1""></span>
</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Diameter:</span><span data-mce-fragment=""1""> </span>1.4"" (3.5 cm)</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Opening of Mouth:</span><span data-mce-fragment=""1""> </span>0.9"" (2.2 cm)</li>
<li data-mce-fragment=""1"">
<span data-mce-fragment=""1"">Capacity: </span>5 ml (.17 fl oz)</li>
</ul>
</div>
<div data-mce-fragment=""1"" class=""ideal-for-storing"">
<h3 data-mce-fragment=""1"">Ideal for storing</h3>
<div data-mce-fragment=""1"" class=""product-features"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Cosmetics</li>
<li data-mce-fragment=""1"">Lotions</li>
<li data-mce-fragment=""1"">Balms</li>
<li data-mce-fragment=""1"">Travel Essentials</li>
<li data-mce-fragment=""1"">Bath Essentials</li>
<li data-mce-fragment=""1"">Medicine  </li>
</ul>
</div>
</div>
<p data-mce-fragment=""1"">Looking for a larger option? <span data-mce-fragment=""1""><a data-mce-fragment=""1"" href=""https://oilslickpad.com/collections/concentrate-jars/products/9ml-child-resistant-jar-with-black-lids"" data-mce-href=""https://oilslickpad.com/collections/concentrate-jars/products/9ml-child-resistant-jar-with-black-lids"">9ml child resistant jars available here</a> </span><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Easily fits a gram. A great glass dab jar.  perfect glass jar for concentrates.</p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Customize the jar lids with stickers, printing, and boxes below.</span></p>
<p data-mce-fragment=""1""><a data-mce-fragment=""1"" title=""Custom printing for lids"" href=""https://oilslickpad.com/products/custom-printed-stickers-for-jars"" data-mce-href=""https://oilslickpad.com/products/custom-printed-stickers-for-jars"" target=""_blank"">Custom printed lids or stickers available here</a></p>
<p data-mce-fragment=""1""><a data-mce-fragment=""1"" href=""https://oilslickpad.com/products/blank-boxes-for-7ml-jars"" data-mce-href=""https://oilslickpad.com/products/blank-boxes-for-7ml-jars"" target=""_blank"">Boxes available here</a></p>
<p data-mce-fragment=""1"">These are the heavy bottom jars you are looking for if you have:</p>
<p data-mce-fragment=""1"">Saucy diamonds that need a happy home.<br data-mce-fragment=""1""><span data-mce-fragment=""1"">Bubble too fire to squish</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Diameter: 1.25""</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Height: 1""</span></p>",Kraft & Kitchen,,"","5ml, accessories for extractors, container, Extraction, glass, google, jar, MCF, rosin, Storage and Packaging",true,Quantity,1 (SAMPLE ONLY 5 MAX),,,,,,,,"",141.747615625,,deny,manual,8.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/5ml-uv-resistant-round-bottom-jar-with-child-resistant-black-lids-847525.jpg?v=1667932569,1,5ml UV Resistant Round Bottom Jar with Child Resistant Black Lids - Kraft & Kitchen,false,,,,,oz,,,active
uv-black-5ml-jar-with-black-lids,,,,,,,,,80,,,,,,,,5MLUV-2,1814.36948,,deny,amazon-mcf,75.00,150.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/5ml-uv-resistant-round-bottom-jar-with-child-resistant-black-lids-569097.jpg?v=1667932569,2,5ml UV Resistant Round Bottom Jar with Child Resistant Black Lids - Kraft & Kitchen,,,,,,lb,,,
uv-black-5ml-jar-with-black-lids,,,,,,,,,160,,,,,,,,"",4989.51607,,deny,manual,125.00,250.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/5ml-uv-resistant-round-bottom-jar-with-child-resistant-black-lids-812034.jpg?v=1667932569,3,5ml UV Resistant Round Bottom Jar with Child Resistant Black Lids - Kraft & Kitchen,,,,,,lb,,,
uv-black-5ml-jar-with-black-lids,,,,,,,,,320,,,,,,,,"",17236.51006,,deny,manual,240.00,480.00,true,true,,,,,"",,,,,,,,,lb,,,
uv-black-5ml-jar-with-black-lids,,,,,,,,,1280,,,,,,,,"",52163.12255,,deny,manual,940.00,1880.00,true,true,,,,,"",,,,,,,,,lb,,,
baseball-cap-with-face-shield-youth-teen,Baseball Cap with transparent guard,"<p data-mce-fragment=""1"">Unisex, fits youth/Teen/Small Adult 50-56 CM</p>
<p data-mce-fragment=""1"">Removable Face Shield</p>
<p data-mce-fragment=""1"">Stylish baseball caps with flip up face shield.  A variety of simple colors in an elegant cap.  Comfortable enough to wear all day. At work or at play.</p>
<p data-mce-fragment=""1"">Perfect for both outdoor and indoor use they are highly transparent from inside while offering a full face coverage.   </p>
<p data-mce-fragment=""1"">You can wear a face shield on its own or use it in addition to a mask to provide the highest level of protection</p>
<p data-mce-fragment=""1""> </p>",comfortableface,,"","adult, AmazonProductType:Hat, Baseball Cap, kids, MCF, teens",false,Color,Black,,,,,,,,'0684753028674,0.0,,deny,manual,10.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-203069.jpg?v=1612899893,1,Baseball Cap with transparent guard - Kraft & Kitchen,false,,Baseball cap with face shield face shield for kids and adults.cover and protect yourself from airborne droplets and splashes.  lightweight comfortable face for kitchen and office use,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-774701.jpg?v=1612899893,lb,,,archived
baseball-cap-with-face-shield-youth-teen,,,,,,,,,White,,,,,,,,'0684753028681,0.0,,deny,manual,10.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-809366.jpg?v=1612899893,2,Baseball Cap with transparent guard - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-885079.jpg?v=1612899893,lb,,,
baseball-cap-with-face-shield-youth-teen,,,,,,,,,Pink,,,,,,,,'0684753028698,0.0,,deny,manual,10.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-774701.jpg?v=1612899893,3,Baseball Cap with transparent guard - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-815721.jpg?v=1612899893,lb,,,
baseball-cap-with-face-shield-youth-teen,,,,,,,,,Yellow,,,,,,,,'0684753028704,0.0,,deny,manual,10.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-815721.jpg?v=1612899893,4,Baseball Cap with transparent guard - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-487287.jpg?v=1612899893,lb,,,
baseball-cap-with-face-shield-youth-teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-885079.jpg?v=1612899893,5,Baseball Cap with transparent guard - Kraft & Kitchen,,,,,,,,,
baseball-cap-with-face-shield-youth-teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-487287.jpg?v=1612899893,6,Baseball Cap with transparent guard - Kraft & Kitchen,,,,,,,,,
baseball-cap-with-face-shield-youth-teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-716537.jpg?v=1612899893,7,Baseball Cap with transparent guard - Kraft & Kitchen,,,,,,,,,
baseball-cap-with-face-shield-youth-teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-869571.jpg?v=1612899893,8,Baseball Cap with transparent guard - Kraft & Kitchen,,,,,,,,,
baseball-cap-with-face-shield-youth-teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-484461.jpg?v=1612899893,9,Baseball Cap with transparent guard - Kraft & Kitchen,,,,,,,,,
baseball-cap-with-face-shield-youth-teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-806139.jpg?v=1612899893,10,Baseball Cap with transparent guard - Kraft & Kitchen,,,,,,,,,
baseball-cap-with-face-shield-youth-teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-440606.jpg?v=1612899893,11,Baseball Cap with transparent guard - Kraft & Kitchen,,,,,,,,,
baseball-cap-with-face-shield-youth-teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-450973.jpg?v=1612899893,12,Baseball Cap with transparent guard - Kraft & Kitchen,,,,,,,,,
baseball-cap-with-face-shield-youth-teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-180093.jpg?v=1612899893,13,Baseball Cap with transparent guard - Kraft & Kitchen,,,,,,,,,
baseball-cap-with-face-shield-youth-teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-395477.jpg?v=1612899893,14,Baseball Cap with transparent guard - Kraft & Kitchen,,,,,,,,,
baseball-cap-with-face-shield-youth-teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-772791.jpg?v=1612899893,15,Baseball Cap with transparent guard - Kraft & Kitchen,,,,,,,,,
baseball-cap-with-face-shield-youth-teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-299738.jpg?v=1612899893,16,Baseball Cap with transparent guard - Kraft & Kitchen,,,,,,,,,
baseball-cap-with-face-shield-youth-teen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/baseball-cap-with-transparent-guard-906123.jpg?v=1612899893,17,Baseball Cap with transparent guard - Kraft & Kitchen,,,,,,,,,
youth-bucket-hat-with-removable-face-shield,Youth Bucket Hat with plastic face guard,"<p data-mce-fragment=""1"">Unisex, fits Kids to small Adult/ Teen 53-54 CM</p>
<p data-mce-fragment=""1"">Bucket hats in simple colors with removable (velcro) face shield.</p>
<p data-mce-fragment=""1"">Offer protection from spray and splashes in a lightweight comfortable bucket hat.  </p>
<p data-mce-fragment=""1"">Perfect for both outdoor and indoor use they are highly transparent from inside while offering a full face coverage.   </p>
<p data-mce-fragment=""1"">You can wear a face shield on its own or use it in addition to a mask to provide the highest level of protection</p>
<p data-mce-fragment=""1""> </p>",comfortableface,,"","AmazonProductType:Hat, bucket, kids, teens",false,Color,Black,,,,,,,,'798304477115,0.0,,deny,manual,10.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/youth-bucket-hat-with-plastic-face-guard-971596.jpg?v=1612899953,1,Youth Bucket Hat with plastic face guard - Kraft & Kitchen,false,,bucket hats with face shields for kids and toddlers cover and protect yourself from airborne droplets and splashes.  lightweight comfortable face for kitchen and office use,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/youth-bucket-hat-with-plastic-face-guard-971596.jpg?v=1612899953,lb,,,archived
youth-bucket-hat-with-removable-face-shield,,,,,,,,,Pink,,,,,,,,'798304477122,0.0,,deny,manual,10.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/youth-bucket-hat-with-plastic-face-guard-158942.jpg?v=1612899953,2,Youth Bucket Hat with plastic face guard - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/youth-bucket-hat-with-plastic-face-guard-158942.jpg?v=1612899953,lb,,,
youth-bucket-hat-with-removable-face-shield,,,,,,,,,White,,,,,,,,'798304477139,0.0,,deny,manual,10.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/youth-bucket-hat-with-plastic-face-guard-374310.jpg?v=1612899953,3,Youth Bucket Hat with plastic face guard - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/youth-bucket-hat-with-plastic-face-guard-374310.jpg?v=1612899953,lb,,,
youth-bucket-hat-with-removable-face-shield,,,,,,,,,Yellow,,,,,,,,'798304477146,0.0,,deny,manual,10.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/youth-bucket-hat-with-plastic-face-guard-305849.jpg?v=1612899953,4,Youth Bucket Hat with plastic face guard - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/youth-bucket-hat-with-plastic-face-guard-305849.jpg?v=1612899953,lb,,,
youth-bucket-hat-with-removable-face-shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/youth-bucket-hat-with-plastic-face-guard-846624.jpg?v=1612899953,5,Youth Bucket Hat with plastic face guard - Kraft & Kitchen,,,,,,,,,
universal-face-shield-for-any-kids-bucket-hat,Universal Face cover fits bucket hats,"<p data-mce-fragment=""1"">Got your own bucket hat?  Need to upgrade it to a full face shield?  We have got you covered.  This is a soft lightweight shield that fits over the top of any bucket hat to provide protection from sprays and splashes.</p>
<p data-mce-fragment=""1"">Perfect for both outdoor and indoor use they are highly transparent from inside while offering a full face coverage.   </p>
<p data-mce-fragment=""1"">You can wear a face shield on its own or use it in addition to a mask to provide the highest level of protection</p>
<p data-mce-fragment=""1"">Unisex, One size fits all</p>",comfortableface,,"","adult, AmazonProductType:Hat, bucket, kids, teens",false,Title,Default Title,,,,,,,,'798304477627,0.0,,deny,manual,5.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/universal-face-cover-fits-bucket-hats-594769.jpg?v=1612899952,1,Universal Face cover fits bucket hats - Kraft & Kitchen,false,,add a shield to existing hats with this universal shield face shield cover for hats cover and protect yourself from airborne droplets and splashes.  lightweight comfortable face for kitchen and office use,,,lb,,,archived
youth-teen-visor-with-2-face-shields,Youth & Teen Visor tinted & Clear,"<p data-mce-fragment=""1"">Fits Both kids and Teens (and even some smaller adults)  Adjustable elastic visor 50-58cm</p>
<p data-mce-fragment=""1"">Comes with 2 face shields.  UV tinted and Clear. </p>
<p data-mce-fragment=""1"">Perfect for both outdoor and indoor use they are highly transparent from inside while offering a full face coverage.   </p>
<p data-mce-fragment=""1"">You can wear a face shield on its own or use it in addition to a mask to provide the highest level of protection</p>
<p data-mce-fragment=""1"">Unisex Adjustable</p>",comfortableface,,"","AmazonProductType:Hat, kids, teens, visor",false,Color,Black,,,,,,,,'798304477658,0.0,,deny,manual,10.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/youth-teen-visor-tinted-clear-692080.jpg?v=1612899953,1,Youth & Teen Visor tinted & Clear - Kraft & Kitchen,false,,full face shields visor with tinted face shield and full face cover from spray and dirt cover and protect yourself from airborne droplets and splashes.  lightweight comfortable face for kitchen and office use,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/youth-teen-visor-tinted-clear-389788.jpg?v=1612899953,lb,,,archived
youth-teen-visor-with-2-face-shields,,,,,,,,,Blue,,,,,,,,'798304477665,0.0,,deny,manual,10.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/youth-teen-visor-tinted-clear-389788.jpg?v=1612899953,2,Youth & Teen Visor tinted & Clear - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/youth-teen-visor-tinted-clear-842914.jpg?v=1612899953,lb,,,
youth-teen-visor-with-2-face-shields,,,,,,,,,Pink,,,,,,,,'798304477672,0.0,,deny,manual,10.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/youth-teen-visor-tinted-clear-842914.jpg?v=1612899953,3,Youth & Teen Visor tinted & Clear - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/youth-teen-visor-tinted-clear-692080.jpg?v=1612899953,lb,,,
copy-of-kids-cute-bucket-hats-with-face-shields,Wide brim bucket with plastic face cover,"<p data-mce-fragment=""1"">FITS toddlers and small kids. 53cm</p>
<p data-mce-fragment=""1"">Check out these adorable creations!</p>
<p data-mce-fragment=""1"">Protect your littlest ones with these cute bucket hats with removable face shields.  These fit 53 cm size heads, Kids 4-9 years</p>
<p data-mce-fragment=""1"">Keep splash and spray at bay while allowing visibility and communication with kids that may not be into wearing a face mask</p>",comfortableface,,"","AmazonProductType:Hat, bucket, kids, toddler",false,Style,Yellow Stem & Leaf,,,,,,,,'798304477634,0.0,,deny,manual,10.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/wide-brim-bucket-with-plastic-face-cover-186562.jpg?v=1612899953,1,Wide brim bucket with plastic face cover - Kraft & Kitchen,false,,bucket hats with face shields for kids and toddlers cover and protect yourself from airborne droplets and splashes.  lightweight comfortable face for kitchen and office use,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/wide-brim-bucket-with-plastic-face-cover-186562.jpg?v=1612899953,lb,,,archived
copy-of-kids-cute-bucket-hats-with-face-shields,,,,,,,,,Pink Stem & Leaf,,,,,,,,'798304477641,0.0,,deny,manual,10.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/wide-brim-bucket-with-plastic-face-cover-609300.jpg?v=1612899953,2,Wide brim bucket with plastic face cover - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/wide-brim-bucket-with-plastic-face-cover-609300.jpg?v=1612899953,lb,,,
copy-of-kids-cute-bucket-hats-with-face-shields,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/wide-brim-bucket-with-plastic-face-cover-538896.jpg?v=1612899953,3,Wide brim bucket with plastic face cover - Kraft & Kitchen,,,,,,,,,
youth-ultra-light-character-face-shields,Lightweight Style with Character Print,"<p data-mce-fragment=""1"">Fits kids from 4-11 years.</p>
<p data-mce-fragment=""1"">Ultra Light and very comfortable for all day use.  These are the same style shields you will see in professional workplaces, but with super cute artwork, and in a smaller size. </p>
<p data-mce-fragment=""1"">  The ultra clear material makes it easy to see and be seen while staying protected from splash and spray.  Kids stay safe while having fun!  And look so cute while doing it</p>
<p data-mce-fragment=""1"">You can wear a face shield on its own or use it in addition to a mask to provide the highest level of protection</p>
<p data-mce-fragment=""1""> </p>",comfortableface,,"","AmazonProductType:Hat, kids, lightweight, toddler",false,Design,Giraffe,,,,,,,,'798304477191,0.0,,deny,manual,5.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-725056.jpg?v=1612899966,1,Lightweight Style with Character Print - Kraft & Kitchen,false,,kids face shields with characters and kids comfortable mask cover and protect yourself from airborne droplets and splashes.  lightweight comfortable face for kitchen and office use,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-644710.jpg?v=1612899967,lb,,,archived
youth-ultra-light-character-face-shields,,,,,,,,,Monkey,,,,,,,,'798304477207,0.0,,deny,manual,5.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-878686.jpg?v=1612899966,2,Lightweight Style with Character Print - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-177340.jpg?v=1612899967,lb,,,
youth-ultra-light-character-face-shields,,,,,,,,,elephant,,,,,,,,'798304477214,0.0,,deny,manual,5.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-560812.jpg?v=1612899966,3,Lightweight Style with Character Print - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-856964.jpg?v=1612899966,lb,,,
youth-ultra-light-character-face-shields,,,,,,,,,Lion,,,,,,,,'798304477221,0.0,,deny,manual,5.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-711345.jpg?v=1612899966,4,Lightweight Style with Character Print - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-208169.jpg?v=1612899967,lb,,,
youth-ultra-light-character-face-shields,,,,,,,,,Zebra,,,,,,,,'798304477238,0.0,shopify,deny,manual,5.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-856964.jpg?v=1612899966,5,Lightweight Style with Character Print - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-710757.jpg?v=1612899967,lb,,,
youth-ultra-light-character-face-shields,,,,,,,,,Deer,,,,,,,,'798304477245,0.0,shopify,deny,manual,5.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-822557.jpg?v=1612899966,6,Lightweight Style with Character Print - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-714562.jpg?v=1612899967,lb,,,
youth-ultra-light-character-face-shields,,,,,,,,,Raccoon,,,,,,,,'798304477252,0.0,shopify,deny,manual,5.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-160407.jpg?v=1612899967,7,Lightweight Style with Character Print - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-310410.jpg?v=1612899967,lb,,,
youth-ultra-light-character-face-shields,,,,,,,,,Fox,,,,,,,,'798304477269,0.0,shopify,deny,manual,5.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-310410.jpg?v=1612899967,8,Lightweight Style with Character Print - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-711345.jpg?v=1612899966,lb,,,
youth-ultra-light-character-face-shields,,,,,,,,,Owl,,,,,,,,'798304477276,0.0,shopify,deny,manual,5.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-501729.jpg?v=1612899967,9,Lightweight Style with Character Print - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-525579.jpg?v=1612899967,lb,,,
youth-ultra-light-character-face-shields,,,,,,,,,Bear,,,,,,,,'798304477283,0.0,shopify,deny,manual,5.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-856524.jpg?v=1612899967,10,Lightweight Style with Character Print - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-356694.jpg?v=1612899967,lb,,,
youth-ultra-light-character-face-shields,,,,,,,,,Hedgehog,,,,,,,,'798304477290,0.0,shopify,deny,manual,5.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-733356.jpg?v=1612899967,11,Lightweight Style with Character Print - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-602101.jpg?v=1612899967,lb,,,
youth-ultra-light-character-face-shields,,,,,,,,,Squirrel,,,,,,,,'798304477306,0.0,shopify,deny,manual,5.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-208169.jpg?v=1612899967,12,Lightweight Style with Character Print - Kraft & Kitchen,,,,,https://cdn.shopify.com/s/files/1/0277/7245/2943/products/lightweight-style-with-character-print-849756.jpg?v=1612899967,lb,,,
