item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	merchant-shipping-group	Progressive Price Type	Progressive Lower Bound 1	Progressive Price 1	Progressive Lower Bound 2	Progressive Price 2	Progressive Lower Bound 3	Progressive Price 3
Oil Slick 1000 PCS Mylar Bags | Reusable Zipper Pouches Mylar Bags with Oxygen Absorbers | Versatile Use for Food Storage and Packaging (9”x2.5” Preroll Black)	Oil Slick Brand Packaging Mylar Bags – The Ultimate Solution for Airtight, Odor-Proof, and Customizable Packaging Our Packaging offers a comprehensive range of premium Mylar bags, designed to meet a variety of packaging needs. Whether you're looking for secure storage for food, spices, small accessories, or even bulkier items like coffee beans or pet treats, our Mylar bags provide unmatched protection. Our bags are perfect for maintaining product freshness, protecting contents from moisture and UV light, and offering an ideal branding solution for businesses. From small pouches to large gusseted bags, GreenLeaf Packaging is your go-to solution for airtight and odor-proof packaging, with customization options to elevate your brand.	0926BTFV3ZU	m_black_2.5_9	59.95		2024-09-26 09:37:06 PDT		y	3			11				B0DJ1K63X5						798304542158				AMAZON_NA													Regional Prime (Ground + Air)							
Oil Slick 1000 PCS Mylar Bags - Reusable Zipper Mylar Bags With Oxygen Absorbers Use For Small Businesses, Jewelry, Candy And Food Storage(3.6”x5” Black)(⅛ oz)	<p>Introducing Oil Slick premium mylar bags, designed to redefine your storage experience. Crafted with meticulous attention to detail, these mylar bags embody the perfect fusion of functionality and durability. Each bag is meticulously constructed from high-grade plastic, ensuring long-lasting performance and reliable protection for your stored items.</p><p>&nbsp;</p><p>Featuring a resilient reusable zipper closure, these bags are engineered for repeated use without compromising on reliability. Accessing your items is a breeze, thanks to the sturdy zipper that ensures secure storage while promoting sustainability by reducing single-use packaging.</p><p>&nbsp;</p><p>Designed for user convenience, these mylar bags 3”x4.5” are equipped with an easy tear capability, eliminating the hassle of additional tools when accessing your stored items. Opening the bag is quick and effortless while maintaining the bag's structural integrity.</p><p>&nbsp;</p><p>Trust in brand and its commitment to quality and convenience. Whether for storing culinary ingredients, personal items, or other essentials, these mylar bags are the reliable choice for preserving freshness and ensuring organized storage in a sleek, durable package.</p>	0928BY36JQL	m_black_3.6	65		2024-09-28 02:35:12 PDT		y	3			11				B0CQH1ZGGM						798304533996				AMAZON_NA													Regional Prime (Ground + Air)							
Oil Slick 1000 PCS Mylar Bags - Reusable Zipper Mylar Bags With Oxygen Absorbers Use For Small Businesses, Jewelry, Candy And Food Storage(3”x4.5” Black)(1g)	<p>Introducing Oil Slick premium mylar bags, designed to redefine your storage experience. Crafted with meticulous attention to detail, these mylar bags embody the perfect fusion of functionality and durability. Each bag is meticulously constructed from high-grade plastic, ensuring long-lasting performance and reliable protection for your stored items.</p><p>&nbsp;</p><p>Featuring a resilient reusable zipper closure, these bags are engineered for repeated use without compromising on reliability. Accessing your items is a breeze, thanks to the sturdy zipper that ensures secure storage while promoting sustainability by reducing single-use packaging.</p><p>&nbsp;</p><p>Designed for user convenience, these mylar bags 3”x4.5” are equipped with an easy tear capability, eliminating the hassle of additional tools when accessing your stored items. Opening the bag is quick and effortless while maintaining the bag's structural integrity.</p><p>&nbsp;</p><p>Trust in brand and its commitment to quality and convenience. Whether for storing culinary ingredients, personal items, or other essentials, these mylar bags are the reliable choice for preserving freshness and ensuring organized storage in a sleek, durable package.</p>	0928BY25T5Z	m_black_3_4.5	69		2024-09-28 02:53:30 PDT		y	3			11				B0CQH3RBLH						798304534016				AMAZON_NA													Regional Prime (Ground + Air)							
Oil Slick 1000 PCS Mylar Bags - Reusable Zipper Mylar Bags With Oxygen Absorbers Use For Small Businesses, Jewelry, Candy And Food Storage(4”*6.5” Black)	<p>Introducing Oil Slick premium mylar bags, designed to redefine your storage experience. Crafted with meticulous attention to detail, these mylar bags embody the perfect fusion of functionality and durability. Each bag is meticulously constructed from high-grade plastic, ensuring long-lasting performance and reliable protection for your stored items.</p><p>&nbsp;</p><p>Featuring a resilient reusable zipper closure, these bags are engineered for repeated use without compromising on reliability. Accessing your items is a breeze, thanks to the sturdy zipper that ensures secure storage while promoting sustainability by reducing single-use packaging.</p><p>&nbsp;</p><p>Designed for user convenience, these mylar bags 3”x4.5” are equipped with an easy tear capability, eliminating the hassle of additional tools when accessing your stored items. Opening the bag is quick and effortless while maintaining the bag's structural integrity.</p><p>&nbsp;</p><p>Trust in brand and its commitment to quality and convenience. Whether for storing culinary ingredients, personal items, or other essentials, these mylar bags are the reliable choice for preserving freshness and ensuring organized storage in a sleek, durable package.</p>	0928BXTAIXE	m_black_4_6.5	81		2024-09-28 02:01:17 PDT		y	3			11				B0CQH17NN3						798304533958				AMAZON_NA													Regional Prime (Ground + Air)							
Oil Slick 1000 PCS Mylar Bags - Reusable Zipper Mylar Bags With Oxygen Absorbers Use For Small Businesses, Jewelry, Candy And Food Storage (6”x9” 1oz size Black)	<p>Introducing Oil Slick premium mylar bags, designed to redefine your storage experience. Crafted with meticulous attention to detail, these mylar bags embody the perfect fusion of functionality and durability. Each bag is meticulously constructed from high-grade plastic, ensuring long-lasting performance and reliable protection for your stored items.</p><p>&nbsp;</p><p>Featuring a resilient reusable zipper closure, these bags are engineered for repeated use without compromising on reliability. Accessing your items is a breeze, thanks to the sturdy zipper that ensures secure storage while promoting sustainability by reducing single-use packaging.</p><p>&nbsp;</p><p>Designed for user convenience, these mylar bags 3”x4.5” are equipped with an easy tear capability, eliminating the hassle of additional tools when accessing your stored items. Opening the bag is quick and effortless while maintaining the bag's structural integrity.</p><p>&nbsp;</p><p>Trust in brand and its commitment to quality and convenience. Whether for storing culinary ingredients, personal items, or other essentials, these mylar bags are the reliable choice for preserving freshness and ensuring organized storage in a sleek, durable package.</p>	0928BY63NHZ	m_black_6_9	99		2024-09-28 03:14:30 PDT		y	3			11				B0DJ1N955G						798304542189				AMAZON_NA													Regional Prime (Ground + Air)							
Oil Slick Youth Baseball Cap with face Shield (Pink)	Unisex, fits youth/Teen/Small Adult 50-56 CM Removable Face Shield Stylish baseball caps with flip up face shield. A variety of simple colors in an elegant cap. Comfortable enough to wear all day. At work or at play. Perfect for both outdoor and indoor use they are highly transparent from inside while offering a full face coverage. You can wear a face shield on its own or use it in addition to a mask to provide the highest level of protection	0807XUWOD5I	0684753028698	9		2020-08-06 19:13:13 PDT		y	3			11				B08FD4KLFZ						684753028698				AMAZON_NA													Regional Prime (Ground)							
Oil Slick Youth Baseball Cap with face Shield (Yellow)	Unisex, fits youth/Teen/Small Adult 50-56 CM Removable Face Shield Stylish baseball caps with flip up face shield. A variety of simple colors in an elegant cap. Comfortable enough to wear all day. At work or at play. Perfect for both outdoor and indoor use they are highly transparent from inside while offering a full face coverage. You can wear a face shield on its own or use it in addition to a mask to provide the highest level of protection	0807XUVXVQ4	0684753028704	9		2020-08-06 19:13:13 PDT		y	3			11				B08FD424ZY						684753028704				AMAZON_NA													Regional Prime (Ground)							
Lightweight Children's Face Shield with Character (Hedgehog)	Fits kids from 4-11 years. Ultra Light and very comfortable for all day use. These are the same style shields you will see in professional workplaces, but with super cute artwork, and in a smaller size. The ultra clear material makes it easy to see and be seen while staying protected from splash and spray. Kids stay safe while having fun! And look so cute while doing it You can wear a face shield on its own or use it in addition to a mask to provide the highest level of protection	0305YBA57F9	17-9GO7-ULAI	9		2021-03-05 15:17:18 PST		y	1			11				B08Y66TBVL						B08Y66TBVL				AMAZON_NA													Default Amazon Template							
50pc 3 oz Glass Jar with Black Child Resistant Lid for flower packaging, makeup, candy, spice, candles, honey, and medicine	<p>Unlock endless possibilities with our <strong>50pc 3oz Glass Jars with Black Child Resistant Lids</strong>, designed for a wide range of storage and packaging needs. Whether you’re packaging premium flower products, creating custom makeup sets, storing spices, or filling with honey, these jars provide the versatility and quality you need. The child-resistant lids ensure safety across all applications, from the kitchen to the medicine cabinet, making them suitable for products in homes with little ones. These jars do more than just store; they showcase your products in crystal clear glass, enhancing the visual appeal of the contents. Constructed for durability and repeated use, they're an eco-conscious choice for brands and individuals dedicated to sustainability. Ideal for startups, crafters, or anyone looking to elevate their product presentation, this bulk set offers professional-grade packaging solutions that meet diverse needs with style and security.</p>	0812YXPVAI4	25x3ozcr	65		2021-08-12 13:55:53 PDT		y	1			11				B09CJD3DKN						B09CJD3DKN				AMAZON_NA													Regional Prime (Ground)							
Oil Slick Slab Platinum Cured Highest Grade Silicone Mat 2'x3'	<p><strong>Upgrade your workspace and eliminate mess with the Oil Slick Slab Platinum-Cured Silicone Mat.</strong></p> <p>Measuring 2 feet by 3 feet, this substantial mat provides ample coverage on countertops or workbenches. Its premium platinum-cured silicone construction offers exceptional durability and a nonstick, heat-resistant surface you can rely on.</p> <ul> <li><strong>High-Quality Construction:</strong> Advanced silicone for durability.</li> <li><strong>Versatile Uses:</strong> Perfect for kitchen prep, baking, arts & crafts.</li> <li><strong>Easy Maintenance:</strong> Simple rinse or wipe to clean.</li> </ul> <p>Experience the convenience and reliability of a high-grade silicone mat that enhances your daily projects and creative endeavors.</p>	0716PEUMVDE	48-EO1X-XJGH	80		2015-07-16 13:35:09 PDT		y	4			11				B00EPPAXEO						7983042586530				AMAZON_NA	87.0	percent	2	10	9	18.19	18	27.28					Default Amazon Template							
OIL SLICK® CANVAS ROUNDS (Coin)	Beautify your table and show off your heady glass with the new Oil Slick Canvas pads. A step up from the typical "mousepad" High resolution graphics INSIDE transparent silicone. A round version of our award winning series of designer dab mats. Platinum Cured, and Non-Stick. Protect your glass and express yourself! 8" Diameter	0328U7KINL2	4D-E5QC-BLCP	27	0	2018-03-28 13:20:23 PDT		y	3			11				B07C9LHH45						798304434132			0	DEFAULT													Regional Prime (Ground)							
Oil Slick Duo Platinum Cured Medical Grade Silicone Pads, Set of 2, 3.25x4.5" Pads		1122Q9WPF12	4J-UUSP-PLLD	6		2016-11-22 11:36:57 PST		y	1			11				B0080S21G0						B0080S21G0				AMAZON_NA	7.98	percent	10	10	20	20	50	30	100	40			Default Amazon Template							
Lightweight Children's Face Shield with Character (Zebra)	Fits kids from 4-11 years. Ultra Light and very comfortable for all day use. These are the same style shields you will see in professional workplaces, but with super cute artwork, and in a smaller size. The ultra clear material makes it easy to see and be seen while staying protected from splash and spray. Kids stay safe while having fun! And look so cute while doing it You can wear a face shield on its own or use it in addition to a mask to provide the highest level of protection	0305YB2O8I8	4P-BESM-IH57	9		2021-03-05 15:17:18 PST		y	1			11				B08Y65ZD5F						B08Y65ZD5F				AMAZON_NA													Default Amazon Template							
Safety Face Shield, All-Round Protection Headband with Clear Anti-Fog Lens, Lightweight Transparent Shield with Stretchy Elastic Band (120 pack)	This is a very lightweight face shield thats perfect for office and daily use. Foam headband is comfortable and provides and extra layer of protection and comfort. Both sides of the ultra clear shield are protected with a removable film that preserves the anti-fog properties and keeps it from being scratched in transport. You can wear a face shield on its own or use it in addition to a mask to provide the highest level of protection Available in single and bulk options.	0309YM0AJ7N	5Z-GYFG-KXF6	170	0	2021-03-08 20:41:58 PST		y	1			11				B08YDG6668						B08YDG6668			0	DEFAULT													Regional Prime (Ground)							
(128 Pack) Child Resistant 9 ml Glass Jars with Black Lids Flat Bottom: concentrate packaging(Black Lids)	<p>Introducing our premium collection of 128 Child-Resistant 9ml Glass Jars with Black Lids, perfectly designed for safety and sophistication. These jars are a must-have for businesses and hobbyists seeking secure, child-resistant packaging solutions that do not compromise on style. Crafted from durable, high-quality glass with a sturdy, flat bottom, each jar offers stability and elegance, making your products visually appealing. The sleek black lids not only protect your creations from air and moisture but also provide a tight, child-resistant seal, ensuring peace of mind for both you and your clients. Whether you’re packaging cosmetics like balms and creams or showcasing unique crafts, these jars are designed to elevate your product’s presentation. With a bulk pack of 128 jars, embrace the convenience of having ample, secure packaging at your fingertips, allowing you to focus more on creativity and less on supply concerns. Dive into a world of sleek, safe, and stylish packaging with our child-resistant glass jars.</p>	0123BN6O4TM	798304449181	99		2024-01-23 13:51:32 PST		y	3			11				B0CT456B5G						798304449181				AMAZON_NA													Regional Prime (Ground + Air)							
Lightweight Children's Face Shield with Character (Deer)	Fits kids from 4-11 years. Ultra Light and very comfortable for all day use. These are the same style shields you will see in professional workplaces, but with super cute artwork, and in a smaller size. The ultra clear material makes it easy to see and be seen while staying protected from splash and spray. Kids stay safe while having fun! And look so cute while doing it You can wear a face shield on its own or use it in addition to a mask to provide the highest level of protection	0305YB3D1U0	8Y-XCRQ-ME81	7		2021-03-05 15:17:18 PST		y	1			11				B08Y63NDZR						B08Y63NDZR				AMAZON_NA													Default Amazon Template							
Lightweight Glasses Face Shield 100 pack	This is a very lightweight face shield thats perfect for office and daily use. Internal glasses frame the shield and make it easy to wear all day long. So light you wont notice they are on! Both sides of the ultra clear shield are protected with a removable film that preserves the anti-fog properties and keeps it from being scratched in transport. You can wear a face shield on its own or use it in addition to a mask to provide the highest level of protection	0306YBFAZ9N	93-1F8B-3TB3	50		2021-03-05 18:51:00 PST		y	1			11				B08Y6DGVKZ						B08Y6DGVKZ				AMAZON_NA													Default Amazon Template							
OIL SLICK® CANVAS ROUNDS (Pie)	Beautify your table and show off your heady glass with the new Oil Slick Canvas pads. A step up from the typical "mousepad" High resolution graphics INSIDE transparent silicone. A round version of our award winning series of designer dab mats. Platinum Cured, and Non-Stick. Protect your glass and express yourself! 8" Diameter	0328U7KILFK	9K-7ZAG-7IRY	27	0	2018-03-28 13:20:23 PDT		y	3			11				B07BS2QCCR						798304434156			0	DEFAULT													Regional Prime (Ground)							
Oil Slick 64 Pack 9ml Round Bottom Glass Jars with Black Child-Resistant Lids for Herbs, Spices, Concentrates and More	These versatile round bottom glass jars are ideal for storing a variety of items while keeping them fresh and secure. Coming in a pack of 64 with child-resistant black lids, these low profile containers provide airtight storage for herbs, spices, concentrates, balms and more. Perfect for organizing craft supplies, beauty products and other essentials, the clear glass allows you to easily view contents while the short stature and snap-on lids help maximize valuable storage space. Upgrade your storage solutions with this exclusive collection of jars, ideal for both home and professional use.	0305B7DSVGK	B7-A70A-8HCT	69		2024-03-05 13:46:45 PST		y	1			11				B0CX78S33R						B0CX78S33R				AMAZON_NA													Regional Prime (Ground + Air)							
OIL SLICK® CANVAS ROUNDS (Jupiter)	Beautify your table and show off your heady glass with the new Oil Slick Canvas pads. A step up from the typical "mousepad" High resolution graphics INSIDE transparent silicone. A round version of our award winning series of designer dab mats. Platinum Cured, and Non-Stick. Protect your glass and express yourself! 8" Diameter	0328U7KIG4Q	BS-PIQ6-JID2	27	0	2018-03-28 13:20:23 PDT		y	3			11				B07C9J1NW9						798304434101			0	DEFAULT													Regional Prime (Ground)							
OIL SLICK® CANVAS ROUNDS (Rainbow Mandal)	Beautify your table and show off your heady glass with the new Oil Slick Canvas pads. A step up from the typical "mousepad" High resolution graphics INSIDE transparent silicone. A round version of our award winning series of designer dab mats. Platinum Cured, and Non-Stick. Protect your glass and express yourself! 8" Diameter	0328U7KIKE2	D2-RSGM-KKAQ	27	0	2018-03-28 13:20:23 PDT		y	3			11				B07BS4963Y						798304434231			0	DEFAULT													Regional Prime (Ground)							
320pc 9ml Cosmetic Glass Jar Set: Child-Resistant, Flat Bottom Jars for Lip Balm, Wax, Cream - Perfect for Beauty Brands	<p>Introducing our premium <strong>320pc 9ml Cosmetic Glass Jar Set</strong>, specifically designed for beauty industry professionals and DIY enthusiasts. These jars are perfect for storing lip balm, wax, cream, and other cosmetic products. Each jar is made with the highest quality glass, ensuring durability and showcasing your product with crystal clear visibility. The flat-bottom design provides stability, preventing spills and wastage. Most importantly, these jars come with child-resistant caps, prioritizing safety without sacrificing style. Whether you’re a start-up beauty brand or a seasoned DIYer creating homemade cosmetics, this bulk supply of 9ml glass jars is the cost-effective, eco-friendly, and elegant packaging solution you’ve been searching for. Transform your product presentation and customer experience with our resilient and stylish glass jars, a must-have for any cosmetic line looking to elevate its brand.</p>	0123BNBLC2R	EA-OZXI-S5II	1000		2024-01-23 14:00:43 PST		y	1			11				B0CT441GJQ						B0CT441GJQ				AMAZON_NA													Regional Prime (Ground + Air)							
Oil Slick 200-Pack Safety Face Shield, All-Round Protection Headband with Clear Anti-Fog Lens Lightweight Transparent Shield, Ensuring 180° Protection	Experience reliable protection with our 200-pack Safety Face Shields, designed to shield against splashes and harmful contaminants. Featuring anti-fog technology, these shields offer 180-degree isolation coverage, suitable for glasses wearers. The skin-friendly sponge and elastic rope ensure lasting comfort, while the warp-around design seals protection. With high temperature and impact resistance, these shields prioritize durability without compromising on comfort. Stay shielded, stay safe	1221AG87S0Y	FaceShield	120		2023-12-21 06:43:26 PST		y	1			11				B0CQRQ7MHH						B0CQRQ7MHH				AMAZON_NA													Regional Prime (Ground + Air)							
Oil Slick® Bulk Size PTFE Roll – Terpene-Resistant, Non-Stick Sheet for Culinary Excellence, Precision Extractions & Vacuum Oven Use (.1 mm Extra WIDE 24 inches W 50 Feet L, Bulk PTFE Roll)	Craft your culinary masterpieces and conduct precise extractions with the unparalleled versatility of Oil Slick PTFE Rolls. Designed for both the innovative chef and the detail-oriented scientist, these rolls offer a premium, non-stick surface akin to Teflon, streamlining your cooking and baking adventures. From sticky candies to flawless pastries, our heat-resistant sheets emerge unscathed from the oven, ready for your next challenge. In the domain of extractions, our PTFE rolls stand out, providing a resilient, terpene-resistant surface that excels in the face of solvents and high temperatures. Perfect for vacuum oven applications, these sheets maintain their integrity, ensuring the consistency and purity of your work is never compromised. Tailor these Oil Slick sheets to your exact specifications, regardless of your project's scale or intricacy. Efficiently line trays, protect surfaces, or craft custom apparatus with our range of dimensions, engineered to support your endeavors with reliability and precision. Recognizing the importance of sustainable practices, we've ensured that our PTFE rolls are not just a boon for your productivity but also for the environment. Washable and reusable time after time, they offer an eco-friendly alternative to disposable papers, reducing your carbon footprint without sacrificing quality or convenience. Bring home the multipurpose, terpene-resistant Oil Slick PTFE Roll and experience a new standard in kitchen efficiency and extraction accuracy. Perfect for professionals and home enthusiasts alike, this is the only non-stick solution you'll ever need.	0201B6PXLPD	IH-ZTLW-W4GM	200		2024-01-31 16:53:22 PST		y	1			11				B0CTPJPV2Y						B0CTPJPV2Y				AMAZON_NA													Regional Prime (Ground + Air)							
OIL SLICK® CANVAS ROUNDS (Rainbow Seed of Life)	Beautify your table and show off your heady glass with the new Oil Slick Canvas pads. A step up from the typical "mousepad" High resolution graphics INSIDE transparent silicone. A round version of our award winning series of designer dab mats. Platinum Cured, and Non-Stick. Protect your glass and express yourself! 8" Diameter	0328U7KICSQ	JC-GASK-YQKS	27	0	2018-03-28 13:20:23 PDT		y	3			11				B07BS5TGBS						798304434217			0	DEFAULT													Regional Prime (Ground)							
Oil Slick 90pcs Thick Bottom Low Profile 7ml Glass Jars with Black Lids : Air tight container (Black Lids)	7ml glass jar with lid. These 7 ml are the most popular non-cr jar. Gently sloped sides to pool into the flat center bottom for easy collection. No corners to loose any extract These are the heavy bottom jars you are looking for if you have: Saucy diamonds that need a happy home. This set of 90 thick, bottomed glass jars comes with a polished finish and black screw-top lids with foam liners for an airtight seal. The straight walls and wide mouths make them perfect for storing and displaying oils, creams, cosmetics, lip balms, waxes and more.	0322ABHZDNB	JM-6HD3-6FEP-stickerless	40		2023-03-22 09:12:12 PDT		y	1			11				B07CZMZQ1T						B07CZMZQ1T				AMAZON_NA													Default Amazon Template							
OIL SLICK® CANVAS ROUNDS (Moon)	Beautify your table and show off your heady glass with the new Oil Slick Canvas pads. A step up from the typical "mousepad" High resolution graphics INSIDE transparent silicone. A round version of our award winning series of designer dab mats. Platinum Cured, and Non-Stick. Protect your glass and express yourself! 8" Diameter	0328U7KIRRW	KD-FBUM-ZKH2	27	0	2018-03-28 13:20:23 PDT		y	3			11				B07BS2ND7N						798304434095			0	DEFAULT													Regional Prime (Ground)							
OIL SLICK® CANVAS ROUNDS (Cookie)	Beautify your table and show off your heady glass with the new Oil Slick Canvas pads. A step up from the typical "mousepad" High resolution graphics INSIDE transparent silicone. A round version of our award winning series of designer dab mats. Platinum Cured, and Non-Stick. Protect your glass and express yourself! 8" Diameter	0328U7KITZ2	L0-CERJ-8MO2	27	0	2018-03-28 13:20:23 PDT		y	3			11				B07BS61YKP						798304434170			0	DEFAULT													Regional Prime (Ground)							
OIL SLICK® CANVAS ROUNDS (Earth)	Beautify your table and show off your heady glass with the new Oil Slick Canvas pads. A step up from the typical "mousepad" High resolution graphics INSIDE transparent silicone. A round version of our award winning series of designer dab mats. Platinum Cured, and Non-Stick. Protect your glass and express yourself! 8" Diameter	0328U7KICWW	LJ-27QJ-377J	27	0	2018-03-28 13:20:23 PDT		y	3			11				B07BRPQ6FP						798304434125			0	DEFAULT													Regional Prime (Ground)							
OIL SLICK® CANVAS ROUNDS (Nebula)	Beautify your table and show off your heady glass with the new Oil Slick Canvas pads. A step up from the typical "mousepad" High resolution graphics INSIDE transparent silicone. A round version of our award winning series of designer dab mats. Platinum Cured, and Non-Stick. Protect your glass and express yourself! 8" Diameter	0328U7KJGUE	LR-W9IU-6JS4	27	0	2018-03-28 13:20:23 PDT		y	3			11				B07C9KB1DK						798304434118			0	DEFAULT													Regional Prime (Ground)							
100pc 1ml Borosilicate Glass Luer Lock Syringe with Graduated Measurement Markings		1111ZUMZ0PK	MR-6I86-DEMO	99		2022-11-10 16:44:04 PST		y	1			11				B0BM2873H4						B0BM2873H4				AMAZON_NA													Regional Prime (Ground + Air)							
Oil Slick® Bulk Size PTFE Roll – Terpene-Resistant, Non-Stick Sheet for Culinary Excellence, Precision Extractions & Vacuum Oven Use (0.7 mm Extra LONG 16 inches W 300 Feet L, Bulk PTFE Roll)	Craft your culinary masterpieces and conduct precise extractions with the unparalleled versatility of Oil Slick PTFE Rolls. Designed for both the innovative chef and the detail-oriented scientist, these rolls offer a premium, non-stick surface akin to Teflon, streamlining your cooking and baking adventures. From sticky candies to flawless pastries, our heat-resistant sheets emerge unscathed from the oven, ready for your next challenge. In the domain of extractions, our PTFE rolls stand out, providing a resilient, terpene-resistant surface that excels in the face of solvents and high temperatures. Perfect for vacuum oven applications, these sheets maintain their integrity, ensuring the consistency and purity of your work is never compromised. Tailor these Oil Slick sheets to your exact specifications, regardless of your project's scale or intricacy. Efficiently line trays, protect surfaces, or craft custom apparatus with our range of dimensions, engineered to support your endeavors with reliability and precision. Recognizing the importance of sustainable practices, we've ensured that our PTFE rolls are not just a boon for your productivity but also for the environment. Washable and reusable time after time, they offer an eco-friendly alternative to disposable papers, reducing your carbon footprint without sacrificing quality or convenience. Bring home the multipurpose, terpene-resistant Oil Slick PTFE Roll and experience a new standard in kitchen efficiency and extraction accuracy. Perfect for professionals and home enthusiasts alike, this is the only non-stick solution you'll ever need.	0201B6O8L6R	MR-P2J2-1PE7	650		2024-01-31 16:53:22 PST		y	1			11				B0CTPHLW2T						B0CTPHLW2T				AMAZON_NA	615.0												Regional Prime (Ground + Air)							
Lightweight Children's Face Shield with Character (Elephant)	Fits kids from 4-11 years. Ultra Light and very comfortable for all day use. These are the same style shields you will see in professional workplaces, but with super cute artwork, and in a smaller size. The ultra clear material makes it easy to see and be seen while staying protected from splash and spray. Kids stay safe while having fun! And look so cute while doing it You can wear a face shield on its own or use it in addition to a mask to provide the highest level of protection	0305YB6KTDV	O2-G65W-1B67	9		2021-03-05 15:17:18 PST		y	1			11				B08Y68NZ9J						B08Y68NZ9J				AMAZON_NA													Default Amazon Template							
OIL SLICK® CANVAS ROUNDS (Donut)	Beautify your table and show off your heady glass with the new Oil Slick Canvas pads. A step up from the typical "mousepad" High resolution graphics INSIDE transparent silicone. A round version of our award winning series of designer dab mats. Platinum Cured, and Non-Stick. Protect your glass and express yourself! 8" Diameter	0328U7KJ6MW	OB-IZ37-05TX	27	0	2018-03-28 13:20:23 PDT		y	3			11				B07BS3L5QT						798304434163			0	DEFAULT													Regional Prime (Ground)							
OIL SLICK® CANVAS ROUNDS (Diamond)	Beautify your table and show off your heady glass with the new Oil Slick Canvas pads. A step up from the typical "mousepad" High resolution graphics INSIDE transparent silicone. A round version of our award winning series of designer dab mats. Platinum Cured, and Non-Stick. Protect your glass and express yourself! 8" Diameter	0328U7KKFUE	OI-T7PC-W6SY	27	0	2018-03-28 13:20:23 PDT		y	3			11				B07BS62JHM						798304434248			0	DEFAULT													Regional Prime (Ground)							
Oil Slick® Bulk Size 50 Feet EXTRA THICK 0.1mm PTFE Roll – Terpene-Resistant, Non-Stick Sheet for Culinary Excellence, Precision Extractions & Vacuum Oven Use. Bulk PTFE Roll	Craft your culinary masterpieces and conduct precise extractions with the unparalleled versatility of Oil Slick PTFE Rolls. Designed for both the innovative chef and the detail-oriented scientist, these rolls offer a premium, non-stick surface akin to Teflon, streamlining your cooking and baking adventures. From sticky candies to flawless pastries, our heat-resistant sheets emerge unscathed from the oven, ready for your next challenge. In the domain of extractions, our PTFE rolls stand out, providing a resilient, terpene-resistant surface that excels in the face of solvents and high temperatures. Perfect for vacuum oven applications, these sheets maintain their integrity, ensuring the consistency and purity of your work is never compromised. Tailor these Oil Slick sheets to your exact specifications, regardless of your project's scale or intricacy. Efficiently line trays, protect surfaces, or craft custom apparatus with our range of dimensions, engineered to support your endeavors with reliability and precision. Recognizing the importance of sustainable practices, we've ensured that our PTFE rolls are not just a boon for your productivity but also for the environment. Washable and reusable time after time, they offer an eco-friendly alternative to disposable papers, reducing your carbon footprint without sacrificing quality or convenience. Bring home the multipurpose, terpene-resistant Oil Slick PTFE Roll and experience a new standard in kitchen efficiency and extraction accuracy. Perfect for professionals and home enthusiasts alike, this is the only non-stick solution you'll ever need.	0201B6MTA1O	OR-PSPG-AFWS	185		2024-01-31 16:53:22 PST		y	1			11				B0CTPTSPQR						B0CTPTSPQR				AMAZON_NA													Regional Prime (Ground + Air)							
Oil Slick Clear-FEP precut squares - 50 Pack Envelope		1019UH4CTGZ	OSCLEAR50PACK	15		2018-10-19 16:03:55 PDT		y	1			11				B071NPXVLG						B071NPXVLG				AMAZON_NA													Default Amazon Template							
Oil Slick Pad Platinum Cured non-stick Silicone Pad 12x8.5"		1122Q9T4AT8	UN-JGEH-36H6	7		2016-11-22 11:06:26 PST		y	1			11				B0080S1JWW						B0080S1JWW				AMAZON_NA	16.0	percent	5	10	10	20	20	30	50	40			Default Amazon Template							
80pcs 5ml UV Resistant Round Bottom Jar Set with Child-Resistant Black Lids - Ideal for Lip Balm, Wax, Creams, Cosmetics, Craft Storage		0325BOETU75	Uncommingled.MSKU.1676663672134	65		2024-03-25 13:09:29 PDT		y	1			11				B0BM2NHDV9						B0BM2NHDV9				AMAZON_NA													Regional Prime (Ground + Air)							
80pcs 7ml UV Resistant Glass Jar Set with Child-Resistant Black Lids - Round Bottom Cosmetic Jars for lip balm wax and creams		0219B4YGBPM	Uncommingled.MSKU.1690307389140	64		2024-02-18 18:10:41 PST		y	1			11				B0BM276DFR						B0BM276DFR				AMAZON_NA													Regional Prime (Ground + Air)							
OIL SLICK® CANVAS ROUNDS (Pizza)	Beautify your table and show off your heady glass with the new Oil Slick Canvas pads. A step up from the typical "mousepad" High resolution graphics INSIDE transparent silicone. A round version of our award winning series of designer dab mats. Platinum Cured, and Non-Stick. Protect your glass and express yourself! 8" Diameter	0328U7KJ1XQ	VP-UBFH-8LI2	27	0	2018-03-28 13:20:23 PDT		y	3			11				B07BS5HQYL						798304434149			0	DEFAULT													Regional Prime (Ground)							
